|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 2 weeks ago   | [FreeCourseSite.com] Udemy - Learn OAuth 2.0 - Get started as an API Security Expert                       | 103 Files   | 1.12 GB    | https://btdig.com/f626c13551b89e4c1138a3b411ba69b8e5023122/[freecoursesite.com] | magnet:?xt=urn:btih:f626c13551b89e4c1138a3b411ba69b8e5023122&dn=%5BFreeCourseSite.com%5D+Udemy+-+Learn+OAuth+2.0+-+Get+started+as+an+API+Security+Expert&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                  |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 2 weeks ago   | [FreeCourseSite.com] Udemy - Learn Ethical Hacking & Reverse Engineering                                   | 149 Files   | 5.00 GB    | https://btdig.com/2a443b326b081282a2535ca6c4909f03930cd709/[freecoursesite.com] | magnet:?xt=urn:btih:2a443b326b081282a2535ca6c4909f03930cd709&dn=%5BFreeCourseSite.com%5D+Udemy+-+Learn+Ethical+Hacking+%26+Reverse+Engineering&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                            |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 2 weeks ago   | [FreeCourseSite.com] Udemy - Git by Example                                                                | 80 Files    | 480.76 MB  | https://btdig.com/6b5fe5dde89dbcd2ff92f2f3082604a2c49ce12b/[freecoursesite.com] | magnet:?xt=urn:btih:6b5fe5dde89dbcd2ff92f2f3082604a2c49ce12b&dn=%5BFreeCourseSite.com%5D+Udemy+-+Git+by+Example&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                                                           |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 3 weeks ago   | [FreeCourseSite.com] Udemy - AWS CloudFormation Master Class v2 [2022]                                     | 259 Files   | 3.42 GB    | https://btdig.com/b80a1a68503c3630ea1a9e9494f0ba2325c64519/[freecoursesite.com] | magnet:?xt=urn:btih:b80a1a68503c3630ea1a9e9494f0ba2325c64519&dn=%5BFreeCourseSite.com%5D+Udemy+-+AWS+CloudFormation+Master+Class+v2+%5B2022%5D&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                            |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 3 weeks ago   | [FreeCourseSite.com] Udemy - Selenium WebDriver with Java -Basics to Advanced+Frameworks                   | 725 Files   | 21.21 GB   | https://btdig.com/1270ede0dc76d09efdb284b359d17069846697e3/[freecoursesite.com] | magnet:?xt=urn:btih:1270ede0dc76d09efdb284b359d17069846697e3&dn=%5BFreeCourseSite.com%5D+Udemy+-+Selenium+WebDriver+with+Java+-Basics+to+Advanced%2BFrameworks&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                            |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 3 weeks ago   | [FreeCourseSite.com] Udemy - Automate the Boring Stuff with Python Programming                             | 251 Files   | 10.62 GB   | https://btdig.com/013b508d14b6ce7a245ee6f4595fcf380edece68/[freecoursesite.com] | magnet:?xt=urn:btih:013b508d14b6ce7a245ee6f4595fcf380edece68&dn=%5BFreeCourseSite.com%5D+Udemy+-+Automate+the+Boring+Stuff+with+Python+Programming&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                        |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 3 weeks ago   | [FreeCourseSite.com] Udemy - Docker Mastery with Kubernetes +Swarm from a Docker Captain                   | 683 Files   | 13.38 GB   | https://btdig.com/8257590a1f10b095b760af824b18239b793c1d96/[freecoursesite.com] | magnet:?xt=urn:btih:8257590a1f10b095b760af824b18239b793c1d96&dn=%5BFreeCourseSite.com%5D+Udemy+-+Docker+Mastery+with+Kubernetes+%2BSwarm+from+a+Docker+Captain&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                            |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 3 weeks ago   | [FreeCourseSite.com] Udemy - DevOps Project - CICD with Git Jenkins Ansible Kubernetes                     | 135 Files   | 2.27 GB    | https://btdig.com/c456150d1f626ab4248a7fcb63b3e1a3116b9144/[freecoursesite.com] | magnet:?xt=urn:btih:c456150d1f626ab4248a7fcb63b3e1a3116b9144&dn=%5BFreeCourseSite.com%5D+Udemy+-+DevOps+Project+-+CICD+with+Git+Jenkins+Ansible+Kubernetes&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 3 weeks ago   | elasticsearch-7-and-the-elastic-stack-in-depth-hands-on                                                    | 506 Files   | 6.78 GB    | https://btdig.com/da58b400d7b03c53e751940694ed1702680e3e0c/[freecoursesite.com] | magnet:?xt=urn:btih:da58b400d7b03c53e751940694ed1702680e3e0c&dn=elasticsearch-7-and-the-elastic-stack-in-depth-hands-on&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                                                   |
|---------------------|------------------------------------------------------------------------------------------------------------|-------------|------------|---------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| found 3 weeks ago   | [FreeCourseSite.com] Udemy - ChatGPT Accelerated Python Complete Python Guide                              | 79 Files    | 4.97 GB    | https://btdig.com/a75a88e6a11b531c98ec67921eb417421e68dd88/[freecoursesite.com] | magnet:?xt=urn:btih:a75a88e6a11b531c98ec67921eb417421e68dd88&dn=%5BFreeCourseSite.com%5D+Udemy+-+ChatGPT+Accelerated+Python+Complete+Python+Guide&tr=udp://tracker.openbittorrent.com:80&tr=udp://tracker.opentrackr.org:1337/announce                                         |
